src_ip,dst_ip,protocol,packet_size,timestamp,packet_count,connection_duration,syn_ack_ratio
185.125.190.57,172.20.154.248,17,90,1741862823.769834,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741862859.078191,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741862859.368068,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741862894.359424,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741862894.526960,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741862929.593149,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741862929.842505,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741862964.965513,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741862965.220560,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863000.425841,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863000.659636,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863035.717155,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863035.895415,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863070.857860,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863071.121219,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863106.248796,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863106.541598,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863141.819096,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863142.095935,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863177.165114,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863177.436834,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863212.616878,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863213.232766,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863248.629141,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863248.816420,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863283.584803,76,1614.262326,0.3
185.125.190.57,172.20.154.248,17,90,1741863283.851433,40,1427.275448,
172.20.154.248,185.125.190.57,17,90,1741863318.974215,76,1614.262326,0.3
